"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type"
"CHEMBL495336";"";"None";"463.03";"1";"6.15";"2";"COc1ccc(Cl)cc1Nc1nc2c(s1)CCCc1nc(NC(=O)C(C)(C)C)sc1-2";"EC50";"'='";"300.0";"nM";"6.52";"";"";"UO_0000065";"14.09";"0.30";"0.37";"8.57";"1";"CHEMBL1110140";"Binding affinity to human CFTR F508 deletion mutant expressed in FRT cells assessed as increase in iodine influx after 16 to 20 hrs by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"FRT";"None";"";"";"";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1158533";"1";"Scientific Literature";"J Med Chem";"2010";"None";"";""
"CHEMBL4097536";"";"None";"427.32";"0";"4.47";"6b";"CCN(CC)c1nc(Nc2cccc(F)c2)nc(OC(C(F)(F)F)C(F)(F)F)n1";"EC50";"'='";"140.0";"nM";"6.85";"";"";"UO_0000065";"16.04";"0.32";"2.38";"10.85";"0";"CHEMBL3998784";"Activation of human CFTR expressed in FRT cells co-expressing YFP assessed as increase in forskolin-stimulated iodide influx measured after 10 mins for 2 to 12 sec by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3997791";"1";"Scientific Literature";"J Med Chem";"2017";"None";"";""
"CHEMBL4080996";"";"None";"453.34";"0";"4.03";"6a";"CCN(CC)c1nc(Nc2cccc(C(=O)O)c2)nc(OC(C(F)(F)F)C(F)(F)F)n1";"EC50";"'='";"160.0";"nM";"6.80";"";"";"UO_0000065";"14.99";"0.30";"2.77";"6.76";"0";"CHEMBL3998784";"Activation of human CFTR expressed in FRT cells co-expressing YFP assessed as increase in forskolin-stimulated iodide influx measured after 10 mins for 2 to 12 sec by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3997791";"1";"Scientific Literature";"J Med Chem";"2017";"None";"";""
"CHEMBL2018574";"";"None";"374.44";"0";"3.57";"5, CoPo-22";"COc1cccc(C(=O)NCCNc2nc3cc(C)cc(C)c3cc2C#N)c1";"EC50";"'='";"2200.0";"nM";"5.66";"";"";"UO_0000065";"15.11";"0.28";"2.09";"6.50";"1";"CHEMBL2020568";"Activity at human CFTR delta F508 mutant expressed in forskolin-stimulated FRT cells assessed as increase in iodine influx measured as decrease in YFP fluorescence after 18 to 24 hrs at 37 degC in presence of genistein";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"FRT";"None";"";"P13569";"F508del";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2016518";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";""
"CHEMBL4746792";"";"None";"552.53";"2";"6.34";"7i";"O=C(c1ccc(OC(F)(F)F)cc1)c1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1ccccc1";"EC50";"'='";"360.0";"nM";"6.44";"";"";"UO_0000065";"11.66";"0.23";"0.10";"7.43";"0";"CHEMBL4711165";"Correction activity at CFTR F508del mutant (unknown origin) expressed in CFBE41o- cells coexpressing HS-YFP preincubated for 24 hrs followed by forskolin and genistein addition for 30 mins by fluorescence based assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CFBE41o-";"None";"";"P13569";"F508del";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4706592";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 24.5 hr";"ACTIVATOR"
"CHEMBL4746430";"";"None";"498.56";"1";"5.45";"7q";"COc1cccc(C(=O)c2sc(NC(=O)C3(c4ccc5c(c4)OCO5)CC3)nc2-c2ccccc2)c1";"EC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"14.04";"0.27";"1.55";"8.07";"0";"CHEMBL4711165";"Correction activity at CFTR F508del mutant (unknown origin) expressed in CFBE41o- cells coexpressing HS-YFP preincubated for 24 hrs followed by forskolin and genistein addition for 30 mins by fluorescence based assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CFBE41o-";"None";"";"P13569";"F508del";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4706592";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 24.5 hr";"ACTIVATOR"
"CHEMBL4093612";"A-1596586";"None";"539.53";"2";"5.45";"13";"COc1ccc2c(c1)O[C@@H](c1ccc(OC)c(OC)c1)C[C@H]2NC(=O)C1(c2ccc3c(c2)OC(F)(F)O3)CC1";"EC50";"'='";"130.0";"nM";"6.89";"";"";"UO_0000065";"12.76";"0.24";"1.44";"8.15";"0";"CHEMBL4022894";"Corrector activity at HRP-fused CFTR F508del mutant (unknown origin) expressed in human CFBE41o cells assessed as increase in matured protein levels at cell surface after 18 to 24 hrs by luminescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"P13569";"F508del";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4020819";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";""
"CHEMBL4085871";"";"None";"523.49";"2";"5.13";"15";"COc1ccc2c(c1)O[C@@H](c1cccc(C(=O)O)c1)C[C@H]2NC(=O)C1(c2ccc3c(c2)OC(F)(F)O3)CC1";"EC50";"'='";"240.0";"nM";"6.62";"";"";"UO_0000065";"12.65";"0.24";"1.49";"6.41";"0";"CHEMBL4022897";"Corrector activity at CFTR F508del/F508del mutant in primary HBE cells assessed as increase in chloride ion current across apical membrane measured 18 to 24 hrs post compound treatment on basolateral side of cells in presence of channel potentiator GLPG1837 by trans-epithelial current clamp method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"P13569";"F508del";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4020819";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";""
"CHEMBL4093771";"";"None";"559.47";"2";"5.72";"20";"O=C(O)c1cccc([C@H]2C[C@@H](NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)c3ccc(OC(F)F)cc3O2)c1";"EC50";"'='";"75.0";"nM";"7.12";"";"";"UO_0000065";"12.74";"0.24";"1.40";"6.90";"0";"CHEMBL4022897";"Corrector activity at CFTR F508del/F508del mutant in primary HBE cells assessed as increase in chloride ion current across apical membrane measured 18 to 24 hrs post compound treatment on basolateral side of cells in presence of channel potentiator GLPG1837 by trans-epithelial current clamp method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"P13569";"F508del";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4020819";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";""
"CHEMBL1584217";"";"None";"374.44";"0";"3.57";"14";"COc1ccccc1C(=O)NCCNc1nc2cc(C)cc(C)c2cc1C#N";"EC50";"'='";"11000.0";"nM";"4.96";"";"";"UO_0000065";"13.24";"0.24";"1.39";"5.70";"1";"CHEMBL2020568";"Activity at human CFTR delta F508 mutant expressed in forskolin-stimulated FRT cells assessed as increase in iodine influx measured as decrease in YFP fluorescence after 18 to 24 hrs at 37 degC in presence of genistein";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"FRT";"None";"";"P13569";"F508del";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2016518";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";""
"CHEMBL2018575";"";"None";"374.44";"0";"3.57";"15";"COc1ccc(C(=O)NCCNc2nc3cc(C)cc(C)c3cc2C#N)cc1";"EC50";"'='";"3000.0";"nM";"5.52";"";"";"UO_0000065";"14.75";"0.27";"1.95";"6.35";"1";"CHEMBL2020568";"Activity at human CFTR delta F508 mutant expressed in forskolin-stimulated FRT cells assessed as increase in iodine influx measured as decrease in YFP fluorescence after 18 to 24 hrs at 37 degC in presence of genistein";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"FRT";"None";"";"P13569";"F508del";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2016518";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";""
"CHEMBL450222";"";"None";"355.44";"0";"4.10";"12";"Cc1cccc(N2C(=O)/C(=C/c3ccc(C(=O)O)cc3)SC2=S)c1";"IC50";"'='";"5000.0";"nM";"5.30";"";"";"UO_0000065";"14.91";"0.30";"1.20";"9.20";"0";"CHEMBL976298";"Inhibition of human wild type CFTR expressed in rat FRT cells assessed as chloride current by short-circuit current measurements";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"FRT";"None";"";"";"";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139397";"1";"Scientific Literature";"Bioorg Med Chem";"2008";"None";"";""
"CHEMBL460075";"";"None";"427.40";"0";"4.95";"8";"O=C(O)c1ccc(/C=C2\SC(=S)N(c3ccc(F)c(C(F)(F)F)c3)C2=O)cc1";"IC50";"'='";"1500.0";"nM";"5.82";"";"";"UO_0000065";"13.63";"0.28";"0.87";"10.11";"0";"CHEMBL976298";"Inhibition of human wild type CFTR expressed in rat FRT cells assessed as chloride current by short-circuit current measurements";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"FRT";"None";"";"";"";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139397";"1";"Scientific Literature";"Bioorg Med Chem";"2008";"None";"";""
"CHEMBL4087529";"";"None";"362.46";"0";"2.72";"25";"Cc1cn[nH]c1C(=O)Nc1sc2c(c1C(N)=O)CC(C)(C)OC2(C)C";"EC50";"'='";"123.0";"nM";"6.91";"";"";"UO_0000065";"19.06";"0.38";"4.19";"6.28";"0";"CHEMBL4026938";"Potentiation of CFTR G551D mutant (unknown origin) expressed in HEK293 cells incubated for 10 mins in presence of forskolin measured for 2 mins by YFP halide assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"P13569";"G551D";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4024762";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";""
"CHEMBL4087529";"";"None";"362.46";"0";"2.72";"25";"Cc1cn[nH]c1C(=O)Nc1sc2c(c1C(N)=O)CC(C)(C)OC2(C)C";"EC50";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"24.00";"0.48";"5.98";"7.90";"0";"CHEMBL4026937";"Potentiation of CFTR F508del mutant (unknown origin) expressed in human CFBE41o cells incubated for 10 mins in presence of forskolin measured for 7 secs by YFP halide assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"P13569";"F508del";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4024762";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";""
"CHEMBL4081673";"";"None";"375.45";"0";"2.79";"9";"CC1(C)Cc2c(sc(NC(=O)c3cccnc3O)c2C(N)=O)C(C)(C)O1";"EC50";"'='";"190.0";"nM";"6.72";"";"";"UO_0000065";"17.90";"0.35";"3.93";"5.87";"0";"CHEMBL4026937";"Potentiation of CFTR F508del mutant (unknown origin) expressed in human CFBE41o cells incubated for 10 mins in presence of forskolin measured for 7 secs by YFP halide assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"P13569";"F508del";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4024762";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";""
"CHEMBL3745884";"";"None";"401.51";"0";"3.06";"4";"OC1CCCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccccc2)CC3)C1";"EC50";"'='";"2818.38";"nM";"5.55";"";"";"UO_0000065";"13.82";"0.25";"2.49";"8.49";"0";"CHEMBL4146144";"Corrector activity at CFTR F508-del mutant (unknown origin) expressed in human CFBE41o cells harboring HS-YFP preincubated for 24 hrs followed by forskolin/genistein stimulation for 30 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4145449";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";""
"CHEMBL4174717";"";"None";"327.41";"0";"3.81";"7a";"CSc1cccc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)c1";"EC50";"'='";"8000.0";"nM";"5.10";"";"";"UO_0000065";"15.57";"0.30";"1.29";"10.72";"0";"CHEMBL4146144";"Corrector activity at CFTR F508-del mutant (unknown origin) expressed in human CFBE41o cells harboring HS-YFP preincubated for 24 hrs followed by forskolin/genistein stimulation for 30 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4145449";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";""
"CHEMBL3746934";"";"None";"457.63";"0";"2.78";"14";"CN(C)CCN1CCN(c2nc(-c3ccncc3)nc3c2CN(Cc2ccccc2)CC3)CC1";"EC50";"'='";"100000.0";"nM";"4.00";"";"";"UO_0000065";"8.74";"0.16";"1.22";"7.75";"0";"CHEMBL4146144";"Corrector activity at CFTR F508-del mutant (unknown origin) expressed in human CFBE41o cells harboring HS-YFP preincubated for 24 hrs followed by forskolin/genistein stimulation for 30 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4145449";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";""
"CHEMBL3746769";"";"None";"460.58";"0";"2.22";"17";"COc1ccc(CN2CCc3nc(-c4ccccn4)nc(N4CCN(CCO)CC4)c3C2)cc1";"EC50";"'='";"398.11";"nM";"6.40";"";"";"UO_0000065";"13.90";"0.26";"4.18";"8.22";"0";"CHEMBL4146144";"Corrector activity at CFTR F508-del mutant (unknown origin) expressed in human CFBE41o cells harboring HS-YFP preincubated for 24 hrs followed by forskolin/genistein stimulation for 30 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4145449";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";""
"CHEMBL4465098";"";"None";"561.64";"2";"6.88";"5";"COc1ccc(C(F)(F)F)cc1CO[C@@H]1[C@@H](C(C)(C)C)[C@H](C(=O)O)N(C(=O)C2CCCCC2)[C@@H]1c1ccccc1";"EC50";"'='";"1130.0";"nM";"5.95";"";"";"UO_0000065";"10.59";"0.20";"-0.93";"7.82";"0";"CHEMBL4316537";"Corrector activity at CFTR F508del mutant (unknown origin) expressed in CFBE41o- cells measured at 18 to 24 hrs in presence of 3-((2R,4S)-4-(1-(2,2-difluorobenzo[d][1,3]dioxol-5-yl)cyclopropanecarboxamido)-7-methoxychroman-2-yl)benzoic acid by HRP based luminescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"P13569";"F508del";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4312040";"1";"Scientific Literature";"ACS Med Chem Lett";"2019";"None";"";""
"CHEMBL4570987";"";"None";"620.71";"2";"6.46";"18";"COc1ncc(C(F)(F)F)cc1CO[C@H]1[C@H](C(C)(C)C)[C@@H](C(=O)O)N(C(=O)[C@@H]2CCCCO2)[C@H]1c1ccccc1CC(C)C";"EC50";"'='";"52.0";"nM";"7.28";"";"";"UO_0000065";"11.73";"0.23";"0.82";"7.42";"0";"CHEMBL4316535";"Corrector activity at forskolin-stimulated CFTR F508del mutant in human NHBE cells after 18 to 24 hrs in presence of GLPG1873 by voltage-clamp based assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"P13569";"F508del";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4312040";"1";"Scientific Literature";"ACS Med Chem Lett";"2019";"None";"";""
"CHEMBL1779949";"";"None";"174.20";"0";"0.51";"7, GPinh-12";"Cc1nc2cccc[n+]2c(C)c1[O-]";"IC50";"'='";"5.0";"nM";"8.30";"";"";"UO_0000065";"47.65";"0.87";"7.79";"20.73";"0";"CHEMBL1780321";"Inhibition of wild type CFTR expressed in CHO cells by [125I]iodide efflux assay";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1777708";"1";"Scientific Literature";"Eur J Med Chem";"2011";"CHEMBL3308072";"";""
"CHEMBL1779954";"";"None";"288.30";"0";"0.65";"3b";"C[C@]1(C(=O)O)N=C2c3ccccc3C=CN2[C@](C)(O)[C@H]1O";"IC50";"'='";"15.0";"nM";"7.82";"";"";"UO_0000065";"27.14";"0.51";"7.17";"8.38";"0";"CHEMBL1780321";"Inhibition of wild type CFTR expressed in CHO cells by [125I]iodide efflux assay";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1777708";"1";"Scientific Literature";"Eur J Med Chem";"2011";"CHEMBL3308072";"";""
"CHEMBL4077574";"";"None";"368.50";"0";"2.78";"22";"CC1(C)Cc2c(sc(NC(=O)[C@H](O)C(C)(C)C)c2C(N)=O)C(C)(C)O1";"EC50";"'='";"7777.0";"nM";"5.11";"";"";"UO_0000065";"13.86";"0.28";"2.33";"5.03";"0";"CHEMBL4026938";"Potentiation of CFTR G551D mutant (unknown origin) expressed in HEK293 cells incubated for 10 mins in presence of forskolin measured for 2 mins by YFP halide assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"P13569";"G551D";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4024762";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";""
"CHEMBL4075348";"";"None";"348.43";"0";"2.41";"13";"CC1(C)Cc2c(sc(NC(=O)c3ccn[nH]3)c2C(N)=O)C(C)(C)O1";"EC50";"'='";"339.0";"nM";"6.47";"";"";"UO_0000065";"18.57";"0.37";"4.06";"5.88";"0";"CHEMBL4026938";"Potentiation of CFTR G551D mutant (unknown origin) expressed in HEK293 cells incubated for 10 mins in presence of forskolin measured for 2 mins by YFP halide assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"P13569";"G551D";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4024762";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";""
"CHEMBL4084446";"";"None";"407.80";"0";"4.39";"7d";"CCN(CC)c1nc(Nc2cccc(Cl)c2)nc(OCC(F)(F)C(F)F)n1";"EC50";"'='";"5400.0";"nM";"5.27";"";"";"UO_0000065";"12.92";"0.27";"0.88";"8.34";"0";"CHEMBL3998784";"Activation of human CFTR expressed in FRT cells co-expressing YFP assessed as increase in forskolin-stimulated iodide influx measured after 10 mins for 2 to 12 sec by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3997791";"1";"Scientific Literature";"J Med Chem";"2017";"None";"";""
"CHEMBL411307";"";"None";"402.55";"1";"5.31";"15Jh";"COc1ccccc1Nc1nc(-c2sc(NC(=O)C(C)(C)C)nc2C)cs1";"Kd";"'='";"1100.0";"nM";"5.96";"";"";"UO_0000065";"14.80";"0.30";"0.65";"7.83";"0";"CHEMBL928176";"Corrector activity at human CFTR deltaF508 mutant expressed in FRT cells assessed as iodide influx";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"FRT";"None";"";"";"";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144813";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";""
"CHEMBL258536";"";"None";"471.95";"1";"6.13";"11Dd";"Cc1nc(NC(=O)c2ccc([N+](=O)[O-])cc2)sc1-c1csc(Nc2ccc(Cl)cc2)n1";"Kd";"'='";"800.0";"nM";"6.10";"";"";"UO_0000065";"12.92";"0.27";"-0.03";"5.54";"0";"CHEMBL928176";"Corrector activity at human CFTR deltaF508 mutant expressed in FRT cells assessed as iodide influx";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"FRT";"None";"";"";"";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144813";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";""
"CHEMBL258750";"";"None";"461.40";"1";"6.88";"11Cd";"Cc1nc(NC(=O)c2ccc(Cl)cc2)sc1-c1csc(Nc2ccc(Cl)cc2)n1";"Kd";"'='";"1100.0";"nM";"5.96";"";"";"UO_0000065";"12.91";"0.28";"-0.92";"8.91";"0";"CHEMBL928176";"Corrector activity at human CFTR deltaF508 mutant expressed in FRT cells assessed as iodide influx";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"FRT";"None";"";"";"";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144813";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";""
"CHEMBL4094248";"";"None";"479.48";"0";"4.91";"14";"O=C(NC1C[C@H](c2cccc(CO)c2)Oc2ccccc21)C1(c2ccc3c(c2)OC(F)(F)O3)CC1";"EC50";"'='";"1600.0";"nM";"5.80";"";"";"UO_0000065";"12.09";"0.23";"0.89";"7.53";"0";"CHEMBL4022894";"Corrector activity at HRP-fused CFTR F508del mutant (unknown origin) expressed in human CFBE41o cells assessed as increase in matured protein levels at cell surface after 18 to 24 hrs by luminescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"P13569";"F508del";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4020819";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";""
"CHEMBL4066040";"A-1596584";"None";"539.53";"2";"5.45";"12";"COc1ccc2c(c1)O[C@H](c1ccc(OC)c(OC)c1)C[C@@H]2NC(=O)C1(c2ccc3c(c2)OC(F)(F)O3)CC1";"EC50";"'='";"1000.0";"nM";"6.00";"";"";"UO_0000065";"11.12";"0.21";"0.55";"7.10";"0";"CHEMBL4022894";"Corrector activity at HRP-fused CFTR F508del mutant (unknown origin) expressed in human CFBE41o cells assessed as increase in matured protein levels at cell surface after 18 to 24 hrs by luminescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"P13569";"F508del";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4020819";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";""
"CHEMBL4444246";"";"None";"422.51";"0";"2.93";"CoPo-05";"COc1ccc(S(=O)(=O)N2CCN(c3nc4ccc(C)cc4cc3C#N)CC2)cc1";"EC50";"'='";"3800.0";"nM";"5.42";"";"";"UO_0000065";"12.83";"0.25";"2.49";"6.26";"0";"CHEMBL4368068";"Potentiator activity at CFTR F508del mutant (unknown origin) expressed in rat FRT cells assessed as iodide influx preincubated for 18 to 24 hrs followed by compound wash out and subsequent compound and forskolin addition by fluorescence based assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"P13569";"F508del";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4364316";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";"";""
"CHEMBL472355";"";"None";"443.86";"1";"5.46";"24";"O=C(O)c1ccc(/C=C2\SC(=S)N(c3ccc(Cl)c(C(F)(F)F)c3)C2=O)cc1";"IC50";"'='";"15000.0";"nM";"4.82";"";"";"UO_0000065";"10.87";"0.24";"-0.64";"8.37";"0";"CHEMBL976298";"Inhibition of human wild type CFTR expressed in rat FRT cells assessed as chloride current by short-circuit current measurements";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"FRT";"None";"";"";"";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139397";"1";"Scientific Literature";"Bioorg Med Chem";"2008";"None";"";""
"CHEMBL470100";"";"None";"409.41";"0";"4.81";"29";"O=C(O)c1ccccc1/C=C1\SC(=S)N(c2ccc(C(F)(F)F)cc2)C1=O";"IC50";"'='";"20000.0";"nM";"4.70";"";"";"UO_0000065";"11.48";"0.24";"-0.11";"8.16";"0";"CHEMBL976298";"Inhibition of human wild type CFTR expressed in rat FRT cells assessed as chloride current by short-circuit current measurements";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"FRT";"None";"";"";"";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139397";"1";"Scientific Literature";"Bioorg Med Chem";"2008";"None";"";""
