Compound ChEMBL ID,Bioactivity Type,Bioactivity Value (nM),Molecular Formula,SMILES,Data_Source,BindingDB Reactant_set_id
CHEMBL513072,IC50,14000.0,C18H10F3NO4S2,O=C(O)c1cc(/C=C2\SC(=S)N(c3ccccc3C(F)(F)F)C2=O)ccc1O,CHEMBL,
CHEMBL461759,IC50,1500.0,C18H10F3NO3S2,O=C(O)c1cccc(/C=C2\SC(=S)N(c3cccc(C(F)(F)F)c3)C2=O)c1,CHEMBL,
CHEMBL262629,Kd,1100.0,C21H17ClN4OS2,Cc1ccc(Nc2nc(-c3sc(NC(=O)c4ccc(Cl)cc4)nc3C)cs2)cc1,CHEMBL,
CHEMBL4436328,IC50,3200.0,C18H13ClN4O2,COc1cccc(Nc2ncnc3onc(-c4ccc(Cl)cc4)c23)c1,CHEMBL,
CHEMBL495336,IC50,2300.0,C21H23ClN4O2S2,COc1ccc(Cl)cc1Nc1nc2c(s1)CCCc1nc(NC(=O)C(C)(C)C)sc1-2,CHEMBL,
CHEMBL450222,IC50,5000.0,C18H13NO3S2,Cc1cccc(N2C(=O)/C(=C/c3ccc(C(=O)O)cc3)SC2=S)c1,CHEMBL,
CHEMBL460075,IC50,1500.0,C18H9F4NO3S2,O=C(O)c1ccc(/C=C2\SC(=S)N(c3ccc(F)c(C(F)(F)F)c3)C2=O)cc1,CHEMBL,
CHEMBL1779949,IC50,5.0,C10H10N2O,Cc1nc2cccc[n+]2c(C)c1[O-],CHEMBL,
CHEMBL1779954,IC50,15.0,C15H16N2O4,C[C@]1(C(=O)O)N=C2c3ccccc3C=CN2[C@](C)(O)[C@H]1O,CHEMBL,
CHEMBL411307,Kd,1100.0,C19H22N4O2S2,COc1ccccc1Nc1nc(-c2sc(NC(=O)C(C)(C)C)nc2C)cs1,CHEMBL,
CHEMBL258536,Kd,800.0,C20H14ClN5O3S2,Cc1nc(NC(=O)c2ccc([N+](=O)[O-])cc2)sc1-c1csc(Nc2ccc(Cl)cc2)n1,CHEMBL,
CHEMBL258750,Kd,1100.0,C20H14Cl2N4OS2,Cc1nc(NC(=O)c2ccc(Cl)cc2)sc1-c1csc(Nc2ccc(Cl)cc2)n1,CHEMBL,
CHEMBL472355,IC50,15000.0,C18H9ClF3NO3S2,O=C(O)c1ccc(/C=C2\SC(=S)N(c3ccc(Cl)c(C(F)(F)F)c3)C2=O)cc1,CHEMBL,
CHEMBL470100,IC50,20000.0,C18H10F3NO3S2,O=C(O)c1ccccc1/C=C1\SC(=S)N(c2ccc(C(F)(F)F)cc2)C1=O,CHEMBL,
CHEMBL513552,IC50,24000.0,C17H10F3NO2S2,O=C1/C(=C/c2ccc(O)cc2)SC(=S)N1c1cccc(C(F)(F)F)c1,CHEMBL,
CHEMBL486672,IC50,29000.0,C17H9F3NNaO4S3,O=C1/C(=C/c2ccc(S(=O)(=O)[O-])cc2)SC(=S)N1c1cccc(C(F)(F)F)c1.[Na+],CHEMBL,
CHEMBL513068,IC50,8700.0,C16H9F3N2O2S2,O=C1/C(=C/c2cc[n+]([O-])cc2)SC(=S)N1c1cccc(C(F)(F)F)c1,CHEMBL,
CHEMBL461575,IC50,7000.0,C19H15NO3S2,Cc1cccc(N2C(=O)/C(=C/c3ccc(C(=O)O)cc3)SC2=S)c1C,CHEMBL,
CHEMBL3323400,IC50,5800.0,C20H21ClN4O2S2,COc1ccc(Cl)cc1Nc1nc2c(s1)CCCc1nc(NC(=O)C(C)C)sc1-2,CHEMBL,
CHEMBL3323412,IC50,7200.0,C20H23N5OS2,Cc1cccnc1Nc1nc2c(s1)CCCc1nc(NC(=O)C(C)(C)C)sc1-2,CHEMBL,
CHEMBL260774,Kd,1100.0,C22H28N4O3S2,CCCCCCC(=O)Nc1nc(C)c(-c2csc(Nc3cc(OC)ccc3OC)n2)s1,CHEMBL,
CHEMBL1831064,IC50,200.0,C25H18BrN3O4,Cn1c(=O)c2c(-c3ccccc3)n3c(c2n(C)c1=O)C(c1ccc(Br)o1)Oc1ccccc1-3,CHEMBL,
CHEMBL1831064,IC50,90.0,C25H18BrN3O4,Cn1c(=O)c2c(-c3ccccc3)n3c(c2n(C)c1=O)C(c1ccc(Br)o1)Oc1ccccc1-3,CHEMBL,
CHEMBL2103870,Kd,72800.0,C24H18F2N2O5,Cc1ccc(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)nc1-c1cccc(C(=O)O)c1,CHEMBL,
CHEMBL2103870,Kd,47800.0,C24H18F2N2O5,Cc1ccc(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)nc1-c1cccc(C(=O)O)c1,CHEMBL,
CHEMBL1087004,IC50,800.0,C26H22N4O3,Cc1ccc(C2Nc3ccccc3-n3c(-c4ccccc4)c4c(=O)n(C)c(=O)n(C)c4c32)o1,CHEMBL,
CHEMBL1087004,IC50,90.0,C26H22N4O3,Cc1ccc(C2Nc3ccccc3-n3c(-c4ccccc4)c4c(=O)n(C)c(=O)n(C)c4c32)o1,CHEMBL,
CHEMBL1087004,IC50,1000.0,C26H22N4O3,Cc1ccc(C2Nc3ccccc3-n3c(-c4ccccc4)c4c(=O)n(C)c(=O)n(C)c4c32)o1,CHEMBL,
CHEMBL1087004,IC50,1000.0,C26H22N4O3,Cc1ccc(C2Nc3ccccc3-n3c(-c4ccccc4)c4c(=O)n(C)c(=O)n(C)c4c32)o1,CHEMBL,
CHEMBL1087004,IC50,250.0,C26H22N4O3,Cc1ccc(C2Nc3ccccc3-n3c(-c4ccccc4)c4c(=O)n(C)c(=O)n(C)c4c32)o1,CHEMBL,
CHEMBL1087004,IC50,100.0,C26H22N4O3,Cc1ccc(C2Nc3ccccc3-n3c(-c4ccccc4)c4c(=O)n(C)c(=O)n(C)c4c32)o1,CHEMBL,
CHEMBL1222278,IC50,1500.0,C29H26N4O3,Cc1cc2c(cc1C)-n1c(-c3ccccc3)c3c(=O)n(C)c(=O)n(C)c3c1C(c1ccc(O)cc1)N2,CHEMBL,
CHEMBL2386374,IC50,4.0,C29H27BrN4O6,CC(C)N.Cn1c(=O)c2c(-c3ccccc3)n3c(c2n(C)c1=O)[C@H](c1ccc(Br)o1)Oc1ccc(C(=O)O)cc1-3,CHEMBL,
CHEMBL3323409,IC50,8300.0,C22H23ClN4O4S2,COC(=O)CCC(=O)Nc1nc2c(s1)-c1nc(Nc3cc(Cl)ccc3OC)sc1CCCC2,CHEMBL,
CHEMBL1222340,IC50,4500.0,C27H22N4O3,Cn1c(=O)c2c(-c3ccccc3)n3c(c2n(C)c1=O)C(c1ccc(O)cc1)Nc1ccccc1-3,CHEMBL,
CHEMBL1222404,IC50,1700.0,C28H24N4O3,Cc1cccc(-c2c3c(=O)n(C)c(=O)n(C)c3c3n2-c2ccccc2NC3c2ccc(O)cc2)c1,CHEMBL,
CHEMBL461939,IC50,380.0,C18H10F3NO3S2,O=C(O)c1ccc(/C=C2\SC(=S)N(c3cccc(C(F)(F)F)c3)C2=O)cc1,CHEMBL,
CHEMBL461939,IC50,300.0,C18H10F3NO3S2,O=C(O)c1ccc(/C=C2\SC(=S)N(c3cccc(C(F)(F)F)c3)C2=O)cc1,CHEMBL,
CHEMBL461939,IC50,300.0,C18H10F3NO3S2,O=C(O)c1ccc(/C=C2\SC(=S)N(c3cccc(C(F)(F)F)c3)C2=O)cc1,CHEMBL,
CHEMBL1831069,IC50,120.0,C25H17BrN4O6,Cn1c(=O)c2c(-c3ccccc3)n3c(c2n(C)c1=O)C(c1ccc(Br)o1)Oc1ccc([N+](=O)[O-])cc1-3,CHEMBL,
CHEMBL1831069,IC50,25.0,C25H17BrN4O6,Cn1c(=O)c2c(-c3ccccc3)n3c(c2n(C)c1=O)C(c1ccc(Br)o1)Oc1ccc([N+](=O)[O-])cc1-3,CHEMBL,
CHEMBL461939,IC50,380.0,C18H10F3NO3S2,O=C(O)c1ccc(/C=C2\SC(=S)N(c3cccc(C(F)(F)F)c3)C2=O)cc1,CHEMBL,
CHEMBL461939,IC50,300.0,C18H10F3NO3S2,O=C(O)c1ccc(/C=C2\SC(=S)N(c3cccc(C(F)(F)F)c3)C2=O)cc1,CHEMBL,
CHEMBL461939,IC50,300.0,C18H10F3NO3S2,O=C(O)c1ccc(/C=C2\SC(=S)N(c3cccc(C(F)(F)F)c3)C2=O)cc1,CHEMBL,
CHEMBL1221576,IC50,5000.0,C19H15Br2N3O3,O=C(CNc1ccc2ccccc2c1)N/N=C/c1cc(Br)c(O)c(Br)c1O,CHEMBL,
CHEMBL1222339,IC50,2500.0,C27H22N4O2,Cn1c(=O)c2c(-c3ccccc3)n3c(c2n(C)c1=O)C(c1ccccc1)Nc1ccccc1-3,CHEMBL,
CHEMBL487833,IC50,50000.0,C17H8F3NNa2O7S4,O=C1/C(=C/c2ccc(S(=O)(=O)[O-])cc2S(=O)(=O)[O-])SC(=S)N1c1cccc(C(F)(F)F)c1.[Na+].[Na+],CHEMBL,
CHEMBL472190,IC50,8200.0,C19H12F3NO3S2,Cc1c(N2C(=O)/C(=C/c3ccc(C(=O)O)cc3)SC2=S)cccc1C(F)(F)F,CHEMBL,
CHEMBL461941,IC50,2600.0,C19H12F3NO4S2,O=C(O)COc1ccc(/C=C2\SC(=S)N(c3cccc(C(F)(F)F)c3)C2=O)cc1,CHEMBL,
CHEMBL472192,IC50,13000.0,C18H10F3NO3S2,O=C(O)c1cccc(/C=C2\SC(=S)N(c3ccc(C(F)(F)F)cc3)C2=O)c1,CHEMBL,
CHEMBL451805,IC50,25000.0,C18H11F3N2O4S3,O=C(O)c1ccc(NC(=S)C2SC(=S)N(c3cccc(C(F)(F)F)c3)C2=O)cc1O,CHEMBL,
CHEMBL1222338,IC50,2000.0,C27H21FN4O2,Cn1c(=O)c2c(-c3ccccc3)n3c(c2n(C)c1=O)C(c1ccccc1F)Nc1ccccc1-3,CHEMBL,
CHEMBL1221481,IC50,2000.0,C28H22FN5O4,Cc1cccc(-c2c3c(=O)n(C)c(=O)n(C)c3c3n2-c2ccccc2NC3c2cccc([N+](=O)[O-])c2F)c1,CHEMBL,
CHEMBL1831058,IC50,90.0,C25H19BrN4O3,Cn1c(=O)c2c(-c3ccccc3)n3c(c2n(C)c1=O)C(c1ccc(Br)o1)Nc1ccccc1-3,CHEMBL,
CHEMBL1831058,IC50,50.0,C25H19BrN4O3,Cn1c(=O)c2c(-c3ccccc3)n3c(c2n(C)c1=O)C(c1ccc(Br)o1)Nc1ccccc1-3,CHEMBL,
CHEMBL1221482,IC50,2000.0,C28H23N5O4,Cc1ccccc1-c1c2c(=O)n(C)c(=O)n(C)c2c2n1-c1ccccc1NC2c1cccc([N+](=O)[O-])c1,CHEMBL,
CHEMBL1221531,IC50,3000.0,C29H26N4O2,Cc1cccc(C2Nc3ccccc3-n3c(-c4ccccc4C)c4c(=O)n(C)c(=O)n(C)c4c32)c1,CHEMBL,
CHEMBL1221484,IC50,2500.0,C28H23FN4O2,Cc1cccc(-c2c3c(=O)n(C)c(=O)n(C)c3c3n2-c2ccccc2NC3c2ccccc2F)c1,CHEMBL,
CHEMBL1221530,IC50,3000.0,C29H26N4O3,COc1cccc(C2Nc3ccccc3-n3c(-c4ccccc4C)c4c(=O)n(C)c(=O)n(C)c4c32)c1,CHEMBL,
CHEMBL1222175,IC50,700.0,C27H24N4O3,Cc1cccc(-c2c3c(=O)n(C)c(=O)n(C)c3c3n2-c2ccccc2NC3c2ccc(C)o2)c1,CHEMBL,
CHEMBL1222277,IC50,1200.0,C27H20F2N4O2,Cn1c(=O)c2c(-c3ccccc3)n3c(c2n(C)c1=O)C(c1cccc(F)c1F)Nc1ccccc1-3,CHEMBL,
CHEMBL1222405,IC50,1700.0,C29H26N4O3,COc1cccc(C2Nc3ccccc3-n3c(-c4cccc(C)c4)c4c(=O)n(C)c(=O)n(C)c4c32)c1,CHEMBL,
CHEMBL1222406,IC50,2000.0,C28H23FN4O3,COc1cccc(C2Nc3ccccc3-n3c(-c4ccccc4F)c4c(=O)n(C)c(=O)n(C)c4c32)c1,CHEMBL,
CHEMBL1831070,IC50,100.0,C26H20N4O6,Cc1ccc(C2Oc3ccc([N+](=O)[O-])cc3-n3c(-c4ccccc4)c4c(=O)n(C)c(=O)n(C)c4c32)o1,CHEMBL,
CHEMBL1831070,IC50,25.0,C26H20N4O6,Cc1ccc(C2Oc3ccc([N+](=O)[O-])cc3-n3c(-c4ccccc4)c4c(=O)n(C)c(=O)n(C)c4c32)o1,CHEMBL,
CHEMBL1779953,IC50,15.0,C15H16N2O4,C[C@]1(C(=O)O)N=C2c3ccccc3C=CN2[C@](C)(O)[C@@H]1O,CHEMBL,
CHEMBL486671,IC50,28000.0,C17H10F3NO4S2,O=C1/C(=C/c2ccc(O)c(O)c2O)SC(=S)N1c1cccc(C(F)(F)F)c1,CHEMBL,
CHEMBL518808,IC50,7000.0,C17H8Br2F3NO2S2,O=C1/C(=C/c2cc(Br)c(O)c(Br)c2)SC(=S)N1c1cccc(C(F)(F)F)c1,CHEMBL,
CHEMBL509100,IC50,11000.0,C17H10F3N2NaO4S4,O=C1C(C(=S)Nc2ccc(S(=O)(=O)[O-])cc2)SC(=S)N1c1cccc(C(F)(F)F)c1.[Na+],CHEMBL,
CHEMBL487654,IC50,7000.0,C18H12F3NO4S,O=C(O)c1ccc(SC2CC(=O)N(c3cccc(C(F)(F)F)c3)C2=O)cc1,CHEMBL,
CHEMBL527432,IC50,17000.0,C18H10F3N5O2S,O=C1S/C(=C\c2ccc(-c3nn[nH]n3)cc2)C(=O)N1c1cccc(C(F)(F)F)c1,CHEMBL,
CHEMBL258749,Kd,800.0,C20H24N4O2S2,CCOc1ccccc1Nc1nc(-c2sc(NC(=O)C(C)(C)C)nc2C)cs1,CHEMBL,
CHEMBL4763661,Kd,89300.0,C33H24N2O4S,O=C(c1ccc(-c2ccccc2)cc1)c1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1ccccc1,CHEMBL,
CHEMBL4763661,Kd,89300.0,C33H24N2O4S,O=C(c1ccc(-c2ccccc2)cc1)c1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1ccccc1,CHEMBL,
CHEMBL262627,Kd,700.0,C19H21ClN4O2S2,COc1ccc(Cl)cc1Nc1nc(-c2sc(NC(=O)C(C)(C)C)nc2C)cs1,CHEMBL,
CHEMBL28,Ki,81000.0,C15H10O5,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,CHEMBL,
CHEMBL1222276,IC50,1500.0,C28H25FN4O3,Cc1ccc(C2Nc3cc(C)c(C)cc3-n3c(-c4ccccc4F)c4c(=O)n(C)c(=O)n(C)c4c32)o1,CHEMBL,
CHEMBL1087004,IC50,800.0,C26H22N4O3,Cc1ccc(C2Nc3ccccc3-n3c(-c4ccccc4)c4c(=O)n(C)c(=O)n(C)c4c32)o1,CHEMBL,
CHEMBL1087004,IC50,90.0,C26H22N4O3,Cc1ccc(C2Nc3ccccc3-n3c(-c4ccccc4)c4c(=O)n(C)c(=O)n(C)c4c32)o1,CHEMBL,
CHEMBL1087004,IC50,1000.0,C26H22N4O3,Cc1ccc(C2Nc3ccccc3-n3c(-c4ccccc4)c4c(=O)n(C)c(=O)n(C)c4c32)o1,CHEMBL,
CHEMBL1087004,IC50,1000.0,C26H22N4O3,Cc1ccc(C2Nc3ccccc3-n3c(-c4ccccc4)c4c(=O)n(C)c(=O)n(C)c4c32)o1,CHEMBL,
CHEMBL1087004,IC50,250.0,C26H22N4O3,Cc1ccc(C2Nc3ccccc3-n3c(-c4ccccc4)c4c(=O)n(C)c(=O)n(C)c4c32)o1,CHEMBL,
CHEMBL1087004,IC50,100.0,C26H22N4O3,Cc1ccc(C2Nc3ccccc3-n3c(-c4ccccc4)c4c(=O)n(C)c(=O)n(C)c4c32)o1,CHEMBL,
CHEMBL1779950,IC50,16.0,C14H12N2O,Cc1nc2c3ccccc3cc[n+]2c(C)c1[O-],CHEMBL,
CHEMBL1831073,IC50,50.0,C28H22BrN3O6,CCOC(=O)c1ccc2c(c1)-n1c(-c3ccccc3)c3c(=O)n(C)c(=O)n(C)c3c1C(c1ccc(Br)o1)O2,CHEMBL,
CHEMBL1831073,IC50,25.0,C28H22BrN3O6,CCOC(=O)c1ccc2c(c1)-n1c(-c3ccccc3)c3c(=O)n(C)c(=O)n(C)c3c1C(c1ccc(Br)o1)O2,CHEMBL,
CHEMBL1831075,IC50,40.0,C26H18BrN3O6,Cn1c(=O)c2c(-c3ccccc3)n3c(c2n(C)c1=O)C(c1ccc(Br)o1)Oc1ccc(C(=O)O)cc1-3,CHEMBL,
CHEMBL1831075,IC50,8.0,C26H18BrN3O6,Cn1c(=O)c2c(-c3ccccc3)n3c(c2n(C)c1=O)C(c1ccc(Br)o1)Oc1ccc(C(=O)O)cc1-3,CHEMBL,
CHEMBL260775,Kd,900.0,C21H17ClN4O2S2,COc1ccc(Cl)cc1Nc1nc(-c2sc(NC(=O)c3ccccc3)nc2C)cs1,CHEMBL,
CHEMBL260775,IC50,6000.0,C21H17ClN4O2S2,COc1ccc(Cl)cc1Nc1nc(-c2sc(NC(=O)c3ccccc3)nc2C)cs1,CHEMBL,
CHEMBL521207,IC50,30000.0,C19H12F3NO4S2,O=C(O)COc1cccc(/C=C2\SC(=S)N(c3cccc(C(F)(F)F)c3)C2=O)c1,CHEMBL,
CHEMBL1831059,IC50,170.0,C25H19IN4O3,Cn1c(=O)c2c(-c3ccccc3)n3c(c2n(C)c1=O)C(c1ccc(I)o1)Nc1ccccc1-3,CHEMBL,
CHEMBL1831059,IC50,100.0,C25H19IN4O3,Cn1c(=O)c2c(-c3ccccc3)n3c(c2n(C)c1=O)C(c1ccc(I)o1)Nc1ccccc1-3,CHEMBL,
CHEMBL3323403,IC50,4800.0,C20H16ClN5O3S2,COc1ccc(Cl)cc1Nc1nc2c(s1)CCCc1nc(NC(=O)c3ccno3)sc1-2,CHEMBL,
CHEMBL3323405,IC50,4100.0,C22H25ClN4O2S2,COc1ccc(Cl)cc1Nc1nc2c(s1)CCCCc1nc(NC(=O)C(C)(C)C)sc1-2,CHEMBL,
CHEMBL3323414,IC50,3600.0,C21H23N5O4S2,COc1ccc([N+](=O)[O-])cc1Nc1nc2c(s1)CCCc1nc(NC(=O)C(C)(C)C)sc1-2,CHEMBL,
CHEMBL1080548,IC50,1200.0,C27H21N5O4,Cn1c(=O)c2c(-c3ccccc3)n3c(c2n(C)c1=O)C(c1cccc([N+](=O)[O-])c1)Nc1ccccc1-3,CHEMBL,
CHEMBL1222403,IC50,100000.0,C28H24N4O4,COc1cc(O)ccc1C1Nc2ccccc2-n2c(-c3ccccc3)c3c(=O)n(C)c(=O)n(C)c3c21,CHEMBL,
CHEMBL1087004,IC50,800.0,C26H22N4O3,Cc1ccc(C2Nc3ccccc3-n3c(-c4ccccc4)c4c(=O)n(C)c(=O)n(C)c4c32)o1,CHEMBL,
CHEMBL1087004,IC50,90.0,C26H22N4O3,Cc1ccc(C2Nc3ccccc3-n3c(-c4ccccc4)c4c(=O)n(C)c(=O)n(C)c4c32)o1,CHEMBL,
CHEMBL1087004,IC50,1000.0,C26H22N4O3,Cc1ccc(C2Nc3ccccc3-n3c(-c4ccccc4)c4c(=O)n(C)c(=O)n(C)c4c32)o1,CHEMBL,
CHEMBL1087004,IC50,1000.0,C26H22N4O3,Cc1ccc(C2Nc3ccccc3-n3c(-c4ccccc4)c4c(=O)n(C)c(=O)n(C)c4c32)o1,CHEMBL,
CHEMBL1087004,IC50,250.0,C26H22N4O3,Cc1ccc(C2Nc3ccccc3-n3c(-c4ccccc4)c4c(=O)n(C)c(=O)n(C)c4c32)o1,CHEMBL,
CHEMBL1087004,IC50,100.0,C26H22N4O3,Cc1ccc(C2Nc3ccccc3-n3c(-c4ccccc4)c4c(=O)n(C)c(=O)n(C)c4c32)o1,CHEMBL,
CHEMBL260775,Kd,900.0,C21H17ClN4O2S2,COc1ccc(Cl)cc1Nc1nc(-c2sc(NC(=O)c3ccccc3)nc2C)cs1,CHEMBL,
CHEMBL260775,IC50,6000.0,C21H17ClN4O2S2,COc1ccc(Cl)cc1Nc1nc(-c2sc(NC(=O)c3ccccc3)nc2C)cs1,CHEMBL,
CHEMBL488824,IC50,1400.0,C18H10F3NO4S,O=C(O)c1ccc(/C=C2\SC(=O)N(c3cccc(C(F)(F)F)c3)C2=O)cc1,CHEMBL,
CHEMBL1222176,IC50,800.0,C27H24N4O3,Cc1ccc(C2Nc3ccccc3-n3c(-c4ccccc4C)c4c(=O)n(C)c(=O)n(C)c4c32)o1,CHEMBL,
CHEMBL1081471,IC50,800.0,C28H26N4O3,Cc1ccc(C2Nc3cc(C)c(C)cc3-n3c(-c4ccccc4)c4c(=O)n(C)c(=O)n(C)c4c32)o1,CHEMBL,
CHEMBL2103870,Kd,72800.0,C24H18F2N2O5,Cc1ccc(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)nc1-c1cccc(C(=O)O)c1,CHEMBL,
CHEMBL2103870,Kd,47800.0,C24H18F2N2O5,Cc1ccc(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)nc1-c1cccc(C(=O)O)c1,CHEMBL,
CHEMBL3323415,IC50,2100.0,C23H28ClN5OS2,CN(C)c1ccc(Cl)cc1Nc1nc2c(s1)CCCCc1nc(NC(=O)C(C)(C)C)sc1-2,CHEMBL,
CHEMBL28,Ki,81000.0,C15H10O5,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,CHEMBL,
CHEMBL260775,Kd,900.0,C21H17ClN4O2S2,COc1ccc(Cl)cc1Nc1nc(-c2sc(NC(=O)c3ccccc3)nc2C)cs1,CHEMBL,
CHEMBL260775,IC50,6000.0,C21H17ClN4O2S2,COc1ccc(Cl)cc1Nc1nc(-c2sc(NC(=O)c3ccccc3)nc2C)cs1,CHEMBL,
CHEMBL3323401,IC50,6600.0,C21H23ClN4O2S2,CCC(C)C(=O)Nc1nc2c(s1)-c1nc(Nc3cc(Cl)ccc3OC)sc1CCC2,CHEMBL,
CHEMBL3323408,IC50,2900.0,C22H25ClN4O2S2,CCC(C)C(=O)Nc1nc2c(s1)-c1nc(Nc3cc(Cl)ccc3OC)sc1CCCC2,CHEMBL,
CHEMBL3323411,IC50,6900.0,C22H26ClN5OS2,CN(C)c1ccc(Cl)cc1Nc1nc2c(s1)CCCc1nc(NC(=O)C(C)(C)C)sc1-2,CHEMBL,
CHEMBL3323416,IC50,5200.0,C21H25N5OS2,Cc1cccnc1Nc1nc2c(s1)CCCCc1nc(NC(=O)C(C)(C)C)sc1-2,CHEMBL,
CHEMBL451791,IC50,28000.0,C17H11F3N2O2S,O=C(O)c1ccc(Nc2nc(-c3cccc(C(F)(F)F)c3)cs2)cc1,CHEMBL,
CHEMBL3323402,IC50,8800.0,C21H21ClN4O4S2,COC(=O)CCC(=O)Nc1nc2c(s1)-c1nc(Nc3cc(Cl)ccc3OC)sc1CCC2,CHEMBL,
CHEMBL2103870,Kd,72800.0,C24H18F2N2O5,Cc1ccc(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)nc1-c1cccc(C(=O)O)c1,CHEMBL,
CHEMBL2103870,Kd,47800.0,C24H18F2N2O5,Cc1ccc(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)nc1-c1cccc(C(=O)O)c1,CHEMBL,
CHEMBL226335,Kd,65800.0,C27H30O16,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,CHEMBL,
CHEMBL50,Kd,25600.0,C15H10O7,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,CHEMBL,
CHEMBL472,IC50,15000.0,C23H28ClN3O5S,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,CHEMBL,
CHEMBL262886,Kd,1100.0,C22H19ClN4O3S2,COc1ccc(OC)c(Nc2nc(-c3sc(NC(=O)c4ccc(Cl)cc4)nc3C)cs2)c1,CHEMBL,
CHEMBL3323407,IC50,8700.0,C21H23ClN4O2S2,COc1ccc(Cl)cc1Nc1nc2c(s1)CCCCc1nc(NC(=O)C(C)C)sc1-2,CHEMBL,
CHEMBL260775,Kd,900.0,C21H17ClN4O2S2,COc1ccc(Cl)cc1Nc1nc(-c2sc(NC(=O)c3ccccc3)nc2C)cs1,CHEMBL,
CHEMBL260775,IC50,6000.0,C21H17ClN4O2S2,COc1ccc(Cl)cc1Nc1nc(-c2sc(NC(=O)c3ccccc3)nc2C)cs1,CHEMBL,
CHEMBL262627,Kd,700.0,C19H21ClN4O2S2,COc1ccc(Cl)cc1Nc1nc(-c2sc(NC(=O)C(C)(C)C)nc2C)cs1,CHEMBL,
CHEMBL2103870,Kd,72800.0,C24H18F2N2O5,Cc1ccc(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)nc1-c1cccc(C(=O)O)c1,CHEMBL,
CHEMBL2103870,Kd,47800.0,C24H18F2N2O5,Cc1ccc(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)nc1-c1cccc(C(=O)O)c1,CHEMBL,
CHEMBL4762900,Kd,38200.0,C30H26N2O5S,CCCOc1ccc(C(=O)c2sc(NC(=O)C3(c4ccc5c(c4)OCO5)CC3)nc2-c2ccccc2)cc1,CHEMBL,
CHEMBL2103870,Kd,72800.0,C24H18F2N2O5,Cc1ccc(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)nc1-c1cccc(C(=O)O)c1,CHEMBL,
CHEMBL2103870,Kd,47800.0,C24H18F2N2O5,Cc1ccc(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)nc1-c1cccc(C(=O)O)c1,CHEMBL,
CHEMBL1433758,IC50,3900.0,C19H15FN4O,Cc1cccc(Nc2ncnc3onc(-c4ccc(F)cc4)c23)c1C,CHEMBL,
CHEMBL3323398,IC50,11000.0,C16H15ClN4OS2,COc1ccc(Cl)cc1Nc1nc2c(s1)CCCc1nc(N)sc1-2,CHEMBL,
CHEMBL3323404,IC50,9200.0,C17H17ClN4OS2,COc1ccc(Cl)cc1Nc1nc2c(s1)CCCCc1nc(N)sc1-2,CHEMBL,
CHEMBL3323406,IC50,4500.0,C21H21ClN4O2S2,COc1ccc(Cl)cc1Nc1nc2c(s1)CCCCc1nc(NC(=O)C3CC3)sc1-2,CHEMBL,
CHEMBL3323413,IC50,2200.0,C22H27N5OS2,CN(C)c1cccc(Nc2nc3c(s2)CCCc2nc(NC(=O)C(C)(C)C)sc2-3)c1,CHEMBL,
CHEMBL3323417,IC50,5200.0,C23H29N5OS2,CN(C)c1cccc(Nc2nc3c(s2)CCCCc2nc(NC(=O)C(C)(C)C)sc2-3)c1,CHEMBL,
CHEMBL3323418,IC50,900.0,C22H25N5O4S2,COc1ccc([N+](=O)[O-])cc1Nc1nc2c(s1)CCCCc1nc(NC(=O)C(C)(C)C)sc1-2,CHEMBL,
CHEMBL4762900,Kd,38200.0,C30H26N2O5S,CCCOc1ccc(C(=O)c2sc(NC(=O)C3(c4ccc5c(c4)OCO5)CC3)nc2-c2ccccc2)cc1,CHEMBL,
