Compound ChEMBL ID,Bioactivity Type,Bioactivity Value (nM),Molecular Formula,SMILES
CHEMBL4796687,EC50,430.0,C32H30N2O4S,CCCCCc1ccc(C(=O)c2sc(NC(=O)C3(c4ccc5c(c4)OCO5)CC3)nc2-c2ccccc2)cc1
CHEMBL4752374,EC50,1060.0,C31H22N2O4S2,O=C(c1ccc(-c2cccs2)cc1)c1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1ccccc1
CHEMBL4754263,EC50,250.0,C33H24N2O4S,O=C(c1cccc(-c2ccccc2)c1)c1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1ccccc1
CHEMBL2103870,EC50,2600.0,C24H18F2N2O5,Cc1ccc(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)nc1-c1cccc(C(=O)O)c1
CHEMBL2103870,EC50,2600.0,C24H18F2N2O5,Cc1ccc(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)nc1-c1cccc(C(=O)O)c1
CHEMBL2103870,EC50,2570.4,C24H18F2N2O5,Cc1ccc(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)nc1-c1cccc(C(=O)O)c1
CHEMBL2103870,EC50,2600.0,C24H18F2N2O5,Cc1ccc(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)nc1-c1cccc(C(=O)O)c1
CHEMBL4785210,EC50,11.0,C16H16F3N3O5S,C[C@H](O)CNC(=O)c1ncc(S(=O)(=O)c2ccc(OC(F)(F)F)cc2)cc1N
CHEMBL4785210,EC50,18.0,C16H16F3N3O5S,C[C@H](O)CNC(=O)c1ncc(S(=O)(=O)c2ccc(OC(F)(F)F)cc2)cc1N
CHEMBL3747159,EC50,200.0,C25H29FN6,Fc1ccc(CN2CCc3nc(-c4ccccn4)nc(NCCN4CCCC4)c3C2)cc1
CHEMBL3747159,EC50,500.0,C25H29FN6,Fc1ccc(CN2CCc3nc(-c4ccccn4)nc(NCCN4CCCC4)c3C2)cc1
CHEMBL3746126,EC50,300.0,C28H34N6O2,CCN(C(C)=O)C1CCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccc(OC)cc2)CC3)C1
CHEMBL3746126,EC50,302.0,C28H34N6O2,CCN(C(C)=O)C1CCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccc(OC)cc2)CC3)C1
CHEMBL4547279,EC50,213.0,C29H35F3N2O6,COc1ncc(C(F)(F)F)cc1CO[C@H]1[C@H](C(C)(C)C)[C@@H](C(=O)O)N(C(=O)[C@@H]2CCCCO2)[C@H]1c1ccccc1
CHEMBL4746459,EC50,3200.0,C16H17IN2O3S,CCOC(=O)Cc1csc(N(CC)C(=O)c2ccc(I)cc2)n1
CHEMBL1882863,EC50,100000.0,C24H24N4O2,COc1cccc(C(=O)N2CCN(c3nc4cc(C)cc(C)c4cc3C#N)CC2)c1
CHEMBL4165261,EC50,2900.0,C20H15ClN2O3S,O=C(Nc1nc(-c2ccc(Cl)cc2)cs1)C1(c2ccc3c(c2)OCO3)CC1
CHEMBL4165261,EC50,2884.03,C20H15ClN2O3S,O=C(Nc1nc(-c2ccc(Cl)cc2)cs1)C1(c2ccc3c(c2)OCO3)CC1
CHEMBL4171047,EC50,1200.0,C21H18N2O4S,Cc1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1cccc(O)c1
CHEMBL4171047,EC50,1202.26,C21H18N2O4S,Cc1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1cccc(O)c1
CHEMBL4073541,EC50,2500.0,C26H21F2NO4,O=C(NC1CC(c2ccccc2)Oc2ccccc21)C1(c2ccc3c(c2)OC(F)(F)O3)CC1
CHEMBL4096042,EC50,210.0,C28H23F2NO7,COc1ccc2c(c1)[C@H](NC(=O)C1(c3ccc4c(c3)OC(F)(F)O4)CC1)C[C@H](c1cccc(C(=O)O)c1)O2
CHEMBL4079174,EC50,40.0,C13H13F4N5O,CNc1nc(Nc2ccccc2)nc(OCC(F)(F)C(F)F)n1
CHEMBL4079174,EC50,31.0,C13H13F4N5O,CNc1nc(Nc2ccccc2)nc(OCC(F)(F)C(F)F)n1
CHEMBL4083915,EC50,2300.0,C22H19ClF3NO4,CC1(C)C[C@@H](NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)c2ccc(F)c(Cl)c2O1
CHEMBL4450801,EC50,1000.0,C25H30ClN5O4S,COc1ccc(Cl)cc1Cn1nc(-c2sc(NC(=O)C(C)(C)C)nc2C)cc1C(=O)N1CCOCC1
CHEMBL4444246,EC50,3800.0,C22H22N4O3S,COc1ccc(S(=O)(=O)N2CCN(c3nc4ccc(C)cc4cc3C#N)CC2)cc1
CHEMBL4444246,EC50,5000.0,C22H22N4O3S,COc1ccc(S(=O)(=O)N2CCN(c3nc4ccc(C)cc4cc3C#N)CC2)cc1
CHEMBL2018587,EC50,100000.0,C22H21N5O,Cc1cc(C)c2cc(C#N)c(N3CCN(C(=O)c4cccnc4)CC3)nc2c1
CHEMBL4167279,EC50,8200.0,C20H15ClN2O3S,O=C(Nc1nc(-c2cccc(Cl)c2)cs1)C1(c2ccc3c(c2)OCO3)CC1
CHEMBL4167279,EC50,8128.31,C20H15ClN2O3S,O=C(Nc1nc(-c2cccc(Cl)c2)cs1)C1(c2ccc3c(c2)OCO3)CC1
CHEMBL4084934,EC50,981.0,C19H30N2O4S,CC(C)(C)CC(O)C(=O)Nc1sc2c(c1C(N)=O)CC(C)(C)OC2(C)C
CHEMBL4084934,EC50,0.54,C19H30N2O4S,CC(C)(C)CC(O)C(=O)Nc1sc2c(c1C(N)=O)CC(C)(C)OC2(C)C
CHEMBL4059736,EC50,162.0,C19H22N2O4S,CC1(C)Cc2c(sc(NC(=O)c3ccccc3O)c2C(N)=O)C(C)(C)O1
CHEMBL4059736,EC50,4.0,C19H22N2O4S,CC1(C)Cc2c(sc(NC(=O)c3ccccc3O)c2C(N)=O)C(C)(C)O1
CHEMBL4075348,EC50,181.0,C16H20N4O3S,CC1(C)Cc2c(sc(NC(=O)c3ccn[nH]3)c2C(N)=O)C(C)(C)O1
CHEMBL4075348,EC50,339.0,C16H20N4O3S,CC1(C)Cc2c(sc(NC(=O)c3ccn[nH]3)c2C(N)=O)C(C)(C)O1
CHEMBL4075348,EC50,3.0,C16H20N4O3S,CC1(C)Cc2c(sc(NC(=O)c3ccn[nH]3)c2C(N)=O)C(C)(C)O1
CHEMBL4104967,EC50,236.0,C17H18N2O4S,CC1Cc2c(sc(NC(=O)c3ccccc3O)c2C(N)=O)C(C)O1
CHEMBL4104967,EC50,4.0,C17H18N2O4S,CC1Cc2c(sc(NC(=O)c3ccccc3O)c2C(N)=O)C(C)O1
CHEMBL4102980,EC50,421.0,C18H28N2O4S,CC1(C)Cc2c(sc(NC(=O)[C@@H](O)C(C)(C)C)c2C(N)=O)C(C)(C)O1
CHEMBL4102980,EC50,2.7,C18H28N2O4S,CC1(C)Cc2c(sc(NC(=O)[C@@H](O)C(C)(C)C)c2C(N)=O)C(C)(C)O1
CHEMBL4079652,EC50,590.0,C17H22N4O3S,Cc1cc(C(=O)Nc2sc3c(c2C(N)=O)CC(C)(C)OC3(C)C)[nH]n1
CHEMBL4079652,EC50,13.0,C17H22N4O3S,Cc1cc(C(=O)Nc2sc3c(c2C(N)=O)CC(C)(C)OC3(C)C)[nH]n1
CHEMBL4084934,EC50,981.0,C19H30N2O4S,CC(C)(C)CC(O)C(=O)Nc1sc2c(c1C(N)=O)CC(C)(C)OC2(C)C
CHEMBL4084934,EC50,0.54,C19H30N2O4S,CC(C)(C)CC(O)C(=O)Nc1sc2c(c1C(N)=O)CC(C)(C)OC2(C)C
CHEMBL4533405,EC50,150.0,C30H37F3N2O5,COc1ncc(C(F)(F)F)cc1CO[C@H]1[C@H](C(C)(C)C)[C@@H](C(=O)O)N(C(=O)C2CCCCC2)[C@H]1c1ccccc1
CHEMBL4453629,EC50,247.0,C34H46N2O5,COc1ncc(C2CCCC2)cc1CO[C@H]1[C@H](C(C)(C)C)[C@@H](C(=O)O)N(C(=O)C2CCCCC2)[C@H]1c1ccccc1
CHEMBL5085858,EC50,5310.0,C12H9F3N2O3,COC(=O)c1nc(-c2ccco2)c(C(F)(F)F)cc1N
CHEMBL28,EC50,9000.0,C15H10O5,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12
CHEMBL5173199,EC50,2110.0,C30H39ClN2O4,COc1ccc(Cl)cc1CN[C@H]1[C@H](C(C)(C)C)[C@@H](C(=O)O)N(C(=O)C2CCCCC2)[C@H]1c1ccccc1
CHEMBL5173199,EC50,1520.0,C30H39ClN2O4,COc1ccc(Cl)cc1CN[C@H]1[C@H](C(C)(C)C)[C@@H](C(=O)O)N(C(=O)C2CCCCC2)[C@H]1c1ccccc1
CHEMBL5173199,EC50,1780.0,C30H39ClN2O4,COc1ccc(Cl)cc1CN[C@H]1[C@H](C(C)(C)C)[C@@H](C(=O)O)N(C(=O)C2CCCCC2)[C@H]1c1ccccc1
CHEMBL5173199,EC50,990.0,C30H39ClN2O4,COc1ccc(Cl)cc1CN[C@H]1[C@H](C(C)(C)C)[C@@H](C(=O)O)N(C(=O)C2CCCCC2)[C@H]1c1ccccc1
CHEMBL5173199,EC50,241.0,C30H39ClN2O4,COc1ccc(Cl)cc1CN[C@H]1[C@H](C(C)(C)C)[C@@H](C(=O)O)N(C(=O)C2CCCCC2)[C@H]1c1ccccc1
CHEMBL5172188,EC50,210.0,C30H38F3N3O4,COc1ncc(C(F)(F)F)cc1CN[C@H]1[C@H](C(C)(C)C)[C@@H](C(=O)O)N(C(=O)C2CCCCC2)[C@H]1c1ccccc1
CHEMBL2010601,EC50,22.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O
CHEMBL2010601,EC50,3.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O
CHEMBL2010601,EC50,236.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O
CHEMBL2010601,EC50,3.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O
CHEMBL2010601,EC50,236.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O
CHEMBL2010601,EC50,1300.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O
CHEMBL2010601,EC50,126.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O
CHEMBL2010601,EC50,11.7,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O
CHEMBL2010601,EC50,49.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O
CHEMBL2010601,EC50,70.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O
CHEMBL2010601,EC50,131.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O
CHEMBL2010601,EC50,68.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O
CHEMBL2010601,EC50,34.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O
CHEMBL3747604,EC50,900.0,C27H41N7,CN(C)CCN1CCN(c2nc(-c3ccccn3)nc3c2CN(CC2CCCCC2)CC3)CC1
CHEMBL3747604,EC50,891.25,C27H41N7,CN(C)CCN1CCN(c2nc(-c3ccccn3)nc3c2CN(CC2CCCCC2)CC3)CC1
CHEMBL260775,EC50,2300.0,C21H17ClN4O2S2,COc1ccc(Cl)cc1Nc1nc(-c2sc(NC(=O)c3ccccc3)nc2C)cs1
CHEMBL260775,EC50,1100.0,C21H17ClN4O2S2,COc1ccc(Cl)cc1Nc1nc(-c2sc(NC(=O)c3ccccc3)nc2C)cs1
CHEMBL260775,EC50,3000.0,C21H17ClN4O2S2,COc1ccc(Cl)cc1Nc1nc(-c2sc(NC(=O)c3ccccc3)nc2C)cs1
CHEMBL260775,EC50,1096.48,C21H17ClN4O2S2,COc1ccc(Cl)cc1Nc1nc(-c2sc(NC(=O)c3ccccc3)nc2C)cs1
CHEMBL260775,EC50,2800.0,C21H17ClN4O2S2,COc1ccc(Cl)cc1Nc1nc(-c2sc(NC(=O)c3ccccc3)nc2C)cs1
CHEMBL3745884,EC50,2800.0,C24H27N5O,OC1CCCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccccc2)CC3)C1
CHEMBL3745884,EC50,400.0,C24H27N5O,OC1CCCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccccc2)CC3)C1
CHEMBL3745884,EC50,2818.38,C24H27N5O,OC1CCCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccccc2)CC3)C1
CHEMBL1949980,EC50,390.0,C28H29N3O2,CC(C)c1ccc(NC(=O)C(c2ccccc2)N(C)C(=O)Cc2c[nH]c3ccccc23)cc1
CHEMBL1949980,EC50,1250.0,C28H29N3O2,CC(C)c1ccc(NC(=O)C(c2ccccc2)N(C)C(=O)Cc2c[nH]c3ccccc23)cc1
CHEMBL1949980,EC50,260.0,C28H29N3O2,CC(C)c1ccc(NC(=O)C(c2ccccc2)N(C)C(=O)Cc2c[nH]c3ccccc23)cc1
CHEMBL1949980,EC50,990.0,C28H29N3O2,CC(C)c1ccc(NC(=O)C(c2ccccc2)N(C)C(=O)Cc2c[nH]c3ccccc23)cc1
CHEMBL4093693,EC50,330.0,C21H15BrN2O,O=c1c(-c2cccc(Br)c2)nc2ccccc2n1Cc1ccccc1
CHEMBL4084994,EC50,550.0,C23H19N3O3,COC(=O)c1ccc(N)c(-c2nc3ccccc3n(Cc3ccccc3)c2=O)c1
CHEMBL4068723,EC50,9.0,C21H15N3O3,O=c1c(-c2cccc([N+](=O)[O-])c2)nc2ccccc2n1Cc1ccccc1
CHEMBL4068723,EC50,21.0,C21H15N3O3,O=c1c(-c2cccc([N+](=O)[O-])c2)nc2ccccc2n1Cc1ccccc1
CHEMBL4068723,EC50,21.0,C21H15N3O3,O=c1c(-c2cccc([N+](=O)[O-])c2)nc2ccccc2n1Cc1ccccc1
CHEMBL4161828,EC50,1600.0,C21H18N2O3S,Cc1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1ccccc1
CHEMBL4161828,EC50,1584.89,C21H18N2O3S,Cc1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1ccccc1
CHEMBL4791435,EC50,2100.0,C18H17F3N4O2,COc1ccc2c(c1)c1c(n2C)CCN(C(=O)c2cc(C(F)(F)F)[nH]n2)C1
CHEMBL4745695,EC50,60.0,C17H14F4N4O,Cc1ccc(F)c2[nH]c3c(c12)CN(C(=O)c1cc(C(F)(F)F)[nH]n1)CC3
CHEMBL4799465,EC50,540.0,C19H16F4N4O,Cc1ccc(F)c2[nH]c3c(c12)[C@@H]1CC[C@H](C3)N1C(=O)c1cc(C(F)(F)F)[nH]n1
CHEMBL4079652,EC50,590.0,C17H22N4O3S,Cc1cc(C(=O)Nc2sc3c(c2C(N)=O)CC(C)(C)OC3(C)C)[nH]n1
CHEMBL4079652,EC50,13.0,C17H22N4O3S,Cc1cc(C(=O)Nc2sc3c(c2C(N)=O)CC(C)(C)OC3(C)C)[nH]n1
CHEMBL4066158,EC50,81.0,C16H19ClN4O3S,CC1(C)Cc2c(sc(NC(=O)c3[nH]ncc3Cl)c2C(N)=O)C(C)(C)O1
CHEMBL4066158,EC50,2.0,C16H19ClN4O3S,CC1(C)Cc2c(sc(NC(=O)c3[nH]ncc3Cl)c2C(N)=O)C(C)(C)O1
CHEMBL4077230,EC50,820.0,C18H14N4O5,CC(=O)Nc1ccc([N+](=O)[O-])cc1-c1nc2cccc3c2n(c1=O)CCO3
CHEMBL3897640,EC50,4315.0,C23H21F3N2O4,CC(C)(CO)c1cc2cc(NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)c(F)cc2[nH]1
CHEMBL4068723,EC50,9.0,C21H15N3O3,O=c1c(-c2cccc([N+](=O)[O-])c2)nc2ccccc2n1Cc1ccccc1
CHEMBL4068723,EC50,21.0,C21H15N3O3,O=c1c(-c2cccc([N+](=O)[O-])c2)nc2ccccc2n1Cc1ccccc1
CHEMBL4068723,EC50,21.0,C21H15N3O3,O=c1c(-c2cccc([N+](=O)[O-])c2)nc2ccccc2n1Cc1ccccc1
CHEMBL4064970,EC50,9900.0,C23H17N3O5,COC(=O)c1ccc([N+](=O)[O-])c(-c2nc3ccccc3n(Cc3ccccc3)c2=O)c1
CHEMBL2069649,EC50,4600.0,C23H24ClN7O4S2,COC(=O)c1cn(-c2sc(Nc3cc(Cl)ccc3OC)nc2-c2sc(NC(=O)C(C)(C)C)nc2C)nn1
CHEMBL3923765,EC50,65.95,C26H29FN2O5,CC(C)(C)c1cc2cc(NC(=O)C3(c4ccc5c(c4)OCO5)CC3)c(F)cc2n1C[C@@H](O)CO
CHEMBL4740049,EC50,2800.0,C17H15F3N4O2,COc1ccc2[nH]c3c(c2c1)CN(C(=O)c1c[nH]c(C(F)(F)F)n1)CC3
CHEMBL4062768,EC50,1600.0,C16H18F5N5O,CCN(CC)c1nc(Nc2cccc(F)c2)nc(OCC(F)(F)C(F)F)n1
CHEMBL4099611,EC50,110.0,C21H14ClN3O3,O=c1c(-c2cccc([N+](=O)[O-])c2)nc2c(Cl)cccc2n1Cc1ccccc1
CHEMBL4101279,EC50,52.0,C20H14N4O3,O=c1c(-c2cccc([N+](=O)[O-])c2)nc2ccccc2n1Cc1ccccn1
CHEMBL4068723,EC50,9.0,C21H15N3O3,O=c1c(-c2cccc([N+](=O)[O-])c2)nc2ccccc2n1Cc1ccccc1
CHEMBL4068723,EC50,21.0,C21H15N3O3,O=c1c(-c2cccc([N+](=O)[O-])c2)nc2ccccc2n1Cc1ccccc1
CHEMBL4068723,EC50,21.0,C21H15N3O3,O=c1c(-c2cccc([N+](=O)[O-])c2)nc2ccccc2n1Cc1ccccc1
CHEMBL4571017,EC50,300.0,C29H25F2NO6,O=C(O)c1ccc([C@H]2C[C@@H](NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)C[C@@H](c3ccccc3)O2)cc1
CHEMBL4571017,EC50,260.0,C29H25F2NO6,O=C(O)c1ccc([C@H]2C[C@@H](NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)C[C@@H](c3ccccc3)O2)cc1
CHEMBL4074654,EC50,450.0,C27H23F2NO5,COc1ccc2c(c1)OC(c1ccccc1)CC2NC(=O)C1(c2ccc3c(c2)OC(F)(F)O3)CC1
CHEMBL4102835,EC50,940.0,C26H20ClF2NO4,O=C(NC1CC(c2ccc(Cl)cc2)Oc2ccccc21)C1(c2ccc3c(c2)OC(F)(F)O3)CC1
CHEMBL4078555,EC50,3900.0,C26H20ClF2NO4,O=C(NC1CC(c2cccc(Cl)c2)Oc2ccccc21)C1(c2ccc3c(c2)OC(F)(F)O3)CC1
CHEMBL4467142,EC50,850.0,C23H21F2NO6,O=C(O)c1cccc([C@H]2C[C@@H](NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)CCO2)c1
CHEMBL4169748,EC50,900.0,C21H17FN2O3S,Cc1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1ccc(F)cc1
CHEMBL4169748,EC50,891.25,C21H17FN2O3S,Cc1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1ccc(F)cc1
CHEMBL3746059,EC50,1400.0,C25H28N6O,NC(=O)C1CCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccccc2)CC3)CC1
CHEMBL3746059,EC50,1400.0,C25H28N6O,NC(=O)C1CCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccccc2)CC3)CC1
CHEMBL3746059,EC50,1412.54,C25H28N6O,NC(=O)C1CCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccccc2)CC3)CC1
CHEMBL1257047,EC50,2200.0,C27H34N4O4S,COc1ccc(S(=O)(=O)N2CCN(C(C)c3nc(OC4CCCCC4)c4ccccc4n3)CC2)cc1
CHEMBL1257047,EC50,2187.76,C27H34N4O4S,COc1ccc(S(=O)(=O)N2CCN(C(C)c3nc(OC4CCCCC4)c4ccccc4n3)CC2)cc1
CHEMBL4163361,EC50,1300.0,C20H14F2N2O4S,O=C(Nc1nc(-c2cccc(O)c2)cs1)C1(c2ccc3c(c2)OC(F)(F)O3)CC1
CHEMBL4163361,EC50,1288.25,C20H14F2N2O4S,O=C(Nc1nc(-c2cccc(O)c2)cs1)C1(c2ccc3c(c2)OC(F)(F)O3)CC1
CHEMBL3746475,EC50,100000.0,C27H35N7,CN(C)CCN1CCN(c2nc(-c3cccnc3)nc3c2CN(Cc2ccccc2)CC3)CC1
CHEMBL3747330,EC50,3500.0,C26H30N6O2,COc1ccc(CN2CCc3nc(-c4ccccn4)nc(N4CCC(C(N)=O)CC4)c3C2)cc1
CHEMBL3747330,EC50,3467.37,C26H30N6O2,COc1ccc(CN2CCc3nc(-c4ccccn4)nc(N4CCC(C(N)=O)CC4)c3C2)cc1
CHEMBL4077923,EC50,23.0,C16H22N2O4S,CC1(C)Cc2c(sc(NC(=O)C3(O)CC3)c2C(N)=O)C(C)(C)O1
CHEMBL4067101,EC50,125.0,C16H20N4O3S,CC1(C)Cc2c(sc(NC(=O)c3cn[nH]c3)c2C(N)=O)C(C)(C)O1
CHEMBL4078274,EC50,652.0,C15H16N2O2S2,Cc1ccc(C(=O)Nc2sc3c(c2C(N)=O)CCCC3)s1
CHEMBL3936630,EC50,228.5,C24H21F3N2O3,CC1(C)CCn2c1cc1cc(NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)c(F)cc12
CHEMBL3979390,EC50,1810.0,C25H30N2O5,CC(C)(C)c1cc2cc(NC(=O)C3(c4ccc(O)c(O)c4)CC3)ccc2n1C[C@@H](O)CO
CHEMBL4753652,EC50,1260.0,C27H21N3O4S,O=C(Nc1ccccc1)c1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1ccccc1
CHEMBL4793532,EC50,410.0,C28H21ClN2O5S,COc1ccc(C(=O)c2sc(NC(=O)C3(c4ccc5c(c4)OCO5)CC3)nc2-c2ccccc2)cc1Cl
CHEMBL4475985,EC50,66.0,C32H39F3N2O6,COc1ncc(C(F)(F)F)cc1CO[C@H]1[C@H](C(C)(C)C)[C@@H](C(=O)O)N(C(=O)[C@@H]2CCCCO2)[C@H]1c1ccccc1C1CC1
CHEMBL5084140,EC50,15.0,C11H10BrF6N3O2,C[C@](O)(CNC(=O)c1nc(Br)c(C(F)(F)F)cc1N)C(F)(F)F
CHEMBL5084140,EC50,18.0,C11H10BrF6N3O2,C[C@](O)(CNC(=O)c1nc(Br)c(C(F)(F)F)cc1N)C(F)(F)F
CHEMBL5084140,EC50,43.0,C11H10BrF6N3O2,C[C@](O)(CNC(=O)c1nc(Br)c(C(F)(F)F)cc1N)C(F)(F)F
CHEMBL5084140,EC50,150.0,C11H10BrF6N3O2,C[C@](O)(CNC(=O)c1nc(Br)c(C(F)(F)F)cc1N)C(F)(F)F
CHEMBL5084140,EC50,25.0,C11H10BrF6N3O2,C[C@](O)(CNC(=O)c1nc(Br)c(C(F)(F)F)cc1N)C(F)(F)F
CHEMBL5088068,EC50,30.0,C11H10BrF6N3O2,C[C@@](O)(CNC(=O)c1nc(Br)c(C(F)(F)F)cc1N)C(F)(F)F
CHEMBL5076312,EC50,8.0,C13H15F6N3O2,CCc1nc(C(=O)NCC(C)(O)C(F)(F)F)c(N)cc1C(F)(F)F
CHEMBL5076312,EC50,43.0,C13H15F6N3O2,CCc1nc(C(=O)NCC(C)(O)C(F)(F)F)c(N)cc1C(F)(F)F
CHEMBL4650318,EC50,47.0,C12H13F6N3O3,COc1nc(C(=O)NC[C@](C)(O)C(F)(F)F)c(N)cc1C(F)(F)F
CHEMBL4650318,EC50,79.0,C12H13F6N3O3,COc1nc(C(=O)NC[C@](C)(O)C(F)(F)F)c(N)cc1C(F)(F)F
CHEMBL4650318,EC50,113.0,C12H13F6N3O3,COc1nc(C(=O)NC[C@](C)(O)C(F)(F)F)c(N)cc1C(F)(F)F
CHEMBL4650318,EC50,497.0,C12H13F6N3O3,COc1nc(C(=O)NC[C@](C)(O)C(F)(F)F)c(N)cc1C(F)(F)F
CHEMBL4650318,EC50,39.0,C12H13F6N3O3,COc1nc(C(=O)NC[C@](C)(O)C(F)(F)F)c(N)cc1C(F)(F)F
CHEMBL4650318,EC50,72.0,C12H13F6N3O3,COc1nc(C(=O)NC[C@](C)(O)C(F)(F)F)c(N)cc1C(F)(F)F
CHEMBL4781857,EC50,5.0,C15H18F6N4O5S,Nc1cc(S(=O)(=O)N2CCC(OC(F)(F)F)CC2)cnc1C(=O)NCC(O)C(F)(F)F
CHEMBL3898560,EC50,181.0,C26H25F2N3O4,CC(C)(C)c1cc2c(C#N)c(NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)ccc2n1CCO
CHEMBL3746321,EC50,2300.0,C26H31N7O2,COc1ccc(CN2CCc3nc(-c4ccccn4)nc(N4CCN(CC(N)=O)CC4)c3C2)cc1
CHEMBL3746321,EC50,10900.0,C26H31N7O2,COc1ccc(CN2CCc3nc(-c4ccccn4)nc(N4CCN(CC(N)=O)CC4)c3C2)cc1
CHEMBL3746321,EC50,2290.87,C26H31N7O2,COc1ccc(CN2CCc3nc(-c4ccccn4)nc(N4CCN(CC(N)=O)CC4)c3C2)cc1
CHEMBL3746769,EC50,400.0,C26H32N6O2,COc1ccc(CN2CCc3nc(-c4ccccn4)nc(N4CCN(CCO)CC4)c3C2)cc1
CHEMBL3746769,EC50,398.11,C26H32N6O2,COc1ccc(CN2CCc3nc(-c4ccccn4)nc(N4CCN(CCO)CC4)c3C2)cc1
CHEMBL3745884,EC50,2800.0,C24H27N5O,OC1CCCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccccc2)CC3)C1
CHEMBL3745884,EC50,400.0,C24H27N5O,OC1CCCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccccc2)CC3)C1
CHEMBL3745884,EC50,2818.38,C24H27N5O,OC1CCCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccccc2)CC3)C1
CHEMBL3745838,EC50,700.0,C26H29ClN6O,CC(=O)NC1CCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccc(Cl)cc2)CC3)CC1
CHEMBL3745838,EC50,1900.0,C26H29ClN6O,CC(=O)NC1CCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccc(Cl)cc2)CC3)CC1
CHEMBL3745838,EC50,707.95,C26H29ClN6O,CC(=O)NC1CCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccc(Cl)cc2)CC3)CC1
CHEMBL4781656,EC50,20.0,C16H18N2O6S2,COc1ccc(S(=O)(=O)c2cc(C(N)=O)c(NC(=O)C(C)(C)O)s2)cc1
CHEMBL4781656,EC50,478.0,C16H18N2O6S2,COc1ccc(S(=O)(=O)c2cc(C(N)=O)c(NC(=O)C(C)(C)O)s2)cc1
